Date,URL
2004 December 21,https://www.nyc.gov/assets/manhattancb1/downloads/pdf/full-board-meeting-minutes/FBM_Minutes_04-12-21.pdf
2003 January 21,https://www.nyc.gov/assets/manhattancb1/downloads/pdf/full-board-meeting-minutes/FBM_Minutes_03-01-21.pdf
2003 February 25,https://www.nyc.gov/assets/manhattancb1/downloads/pdf/full-board-meeting-minutes/FBM_Minutes_03-02-25.pdf
2003 March 18,https://www.nyc.gov/assets/manhattancb1/downloads/pdf/full-board-meeting-minutes/FBM_Minutes_03-03-18.pdf
2003 April 15,https://www.nyc.gov/assets/manhattancb1/downloads/pdf/full-board-meeting-minutes/FBM_Minutes_03-04-15.pdf
2003 May 20,https://www.nyc.gov/assets/manhattancb1/downloads/pdf/full-board-meeting-minutes/FBM_Minutes_03-05-20.pdf
2003 June 17,https://www.nyc.gov/assets/manhattancb1/downloads/pdf/full-board-meeting-minutes/FBM_Minutes_03-06-17.pdf
2003 July 29,https://www.nyc.gov/assets/manhattancb1/downloads/pdf/full-board-meeting-minutes/FBM_Minutes_03-07-29.pdf
2003 September 16,https://www.nyc.gov/assets/manhattancb1/downloads/pdf/full-board-meeting-minutes/FBM_Minutes_03-09-16.pdf
2003 October 21,https://www.nyc.gov/assets/manhattancb1/downloads/pdf/full-board-meeting-minutes/FBM_Minutes_03-10-21.pdf
2003 November 18,https://www.nyc.gov/assets/manhattancb1/downloads/pdf/full-board-meeting-minutes/FBM_Minutes_03-11-18.pdf
2003 December 16,https://www.nyc.gov/assets/manhattancb1/downloads/pdf/full-board-meeting-minutes/FBM_Minutes_03-12-16.pdf
